gene,geneLabel,ensemble_symbol,protein,proteinLabel
http://www.wikidata.org/entity/Q20771631,HLA-DRB1,ENSG00000236884,http://www.wikidata.org/entity/Q21114959,"Major histocompatibility complex, class II, DR beta 1"
http://www.wikidata.org/entity/Q20771631,HLA-DRB1,ENSG00000196126,http://www.wikidata.org/entity/Q21114961,"HLA class II histocompatibility antigen, DRB1-1 beta chain"
http://www.wikidata.org/entity/Q20771631,HLA-DRB1,ENSG00000206240,http://www.wikidata.org/entity/Q21114961,"HLA class II histocompatibility antigen, DRB1-1 beta chain"
http://www.wikidata.org/entity/Q20771631,HLA-DRB1,ENSG00000206306,http://www.wikidata.org/entity/Q21114961,"HLA class II histocompatibility antigen, DRB1-1 beta chain"
http://www.wikidata.org/entity/Q20771631,HLA-DRB1,ENSG00000228080,http://www.wikidata.org/entity/Q21114961,"HLA class II histocompatibility antigen, DRB1-1 beta chain"
http://www.wikidata.org/entity/Q20771631,HLA-DRB1,ENSG00000229074,http://www.wikidata.org/entity/Q21114961,"HLA class II histocompatibility antigen, DRB1-1 beta chain"
http://www.wikidata.org/entity/Q20771631,HLA-DRB1,ENSG00000236884,http://www.wikidata.org/entity/Q21114961,"HLA class II histocompatibility antigen, DRB1-1 beta chain"
http://www.wikidata.org/entity/Q20771631,HLA-DRB1,ENSG00000196126,http://www.wikidata.org/entity/Q21114970,"HLA class II histocompatibility antigen, DRB1-4 beta chain"
http://www.wikidata.org/entity/Q20771631,HLA-DRB1,ENSG00000206240,http://www.wikidata.org/entity/Q21114970,"HLA class II histocompatibility antigen, DRB1-4 beta chain"
http://www.wikidata.org/entity/Q20771631,HLA-DRB1,ENSG00000206306,http://www.wikidata.org/entity/Q21114970,"HLA class II histocompatibility antigen, DRB1-4 beta chain"
http://www.wikidata.org/entity/Q20771631,HLA-DRB1,ENSG00000228080,http://www.wikidata.org/entity/Q21114970,"HLA class II histocompatibility antigen, DRB1-4 beta chain"
http://www.wikidata.org/entity/Q20771631,HLA-DRB1,ENSG00000229074,http://www.wikidata.org/entity/Q21114970,"HLA class II histocompatibility antigen, DRB1-4 beta chain"
http://www.wikidata.org/entity/Q20771631,HLA-DRB1,ENSG00000236884,http://www.wikidata.org/entity/Q21114970,"HLA class II histocompatibility antigen, DRB1-4 beta chain"
http://www.wikidata.org/entity/Q20771631,HLA-DRB1,ENSG00000196126,http://www.wikidata.org/entity/Q21114971,"HLA class II histocompatibility antigen, DRB1-11 beta chain"
http://www.wikidata.org/entity/Q20771631,HLA-DRB1,ENSG00000206240,http://www.wikidata.org/entity/Q21114971,"HLA class II histocompatibility antigen, DRB1-11 beta chain"
http://www.wikidata.org/entity/Q20771631,HLA-DRB1,ENSG00000206306,http://www.wikidata.org/entity/Q21114971,"HLA class II histocompatibility antigen, DRB1-11 beta chain"
http://www.wikidata.org/entity/Q20771631,HLA-DRB1,ENSG00000228080,http://www.wikidata.org/entity/Q21114971,"HLA class II histocompatibility antigen, DRB1-11 beta chain"
http://www.wikidata.org/entity/Q20771631,HLA-DRB1,ENSG00000229074,http://www.wikidata.org/entity/Q21114971,"HLA class II histocompatibility antigen, DRB1-11 beta chain"
http://www.wikidata.org/entity/Q20771631,HLA-DRB1,ENSG00000236884,http://www.wikidata.org/entity/Q21114971,"HLA class II histocompatibility antigen, DRB1-11 beta chain"
http://www.wikidata.org/entity/Q20771631,HLA-DRB1,ENSG00000196126,http://www.wikidata.org/entity/Q21115013,"HLA class II histocompatibility antigen, DRB1-16 beta chain"
http://www.wikidata.org/entity/Q20771631,HLA-DRB1,ENSG00000206240,http://www.wikidata.org/entity/Q21115013,"HLA class II histocompatibility antigen, DRB1-16 beta chain"
http://www.wikidata.org/entity/Q20771631,HLA-DRB1,ENSG00000206306,http://www.wikidata.org/entity/Q21115013,"HLA class II histocompatibility antigen, DRB1-16 beta chain"
http://www.wikidata.org/entity/Q20771631,HLA-DRB1,ENSG00000228080,http://www.wikidata.org/entity/Q21115013,"HLA class II histocompatibility antigen, DRB1-16 beta chain"
http://www.wikidata.org/entity/Q20771631,HLA-DRB1,ENSG00000229074,http://www.wikidata.org/entity/Q21115013,"HLA class II histocompatibility antigen, DRB1-16 beta chain"
http://www.wikidata.org/entity/Q20771631,HLA-DRB1,ENSG00000236884,http://www.wikidata.org/entity/Q21115013,"HLA class II histocompatibility antigen, DRB1-16 beta chain"
http://www.wikidata.org/entity/Q20771631,HLA-DRB1,ENSG00000196126,http://www.wikidata.org/entity/Q21115014,"HLA class II histocompatibility antigen, DRB1-8 beta chain"
http://www.wikidata.org/entity/Q20771631,HLA-DRB1,ENSG00000206240,http://www.wikidata.org/entity/Q21115014,"HLA class II histocompatibility antigen, DRB1-8 beta chain"
http://www.wikidata.org/entity/Q20771631,HLA-DRB1,ENSG00000206306,http://www.wikidata.org/entity/Q21115014,"HLA class II histocompatibility antigen, DRB1-8 beta chain"
http://www.wikidata.org/entity/Q20771631,HLA-DRB1,ENSG00000228080,http://www.wikidata.org/entity/Q21115014,"HLA class II histocompatibility antigen, DRB1-8 beta chain"
http://www.wikidata.org/entity/Q20771631,HLA-DRB1,ENSG00000229074,http://www.wikidata.org/entity/Q21115014,"HLA class II histocompatibility antigen, DRB1-8 beta chain"
http://www.wikidata.org/entity/Q20771631,HLA-DRB1,ENSG00000236884,http://www.wikidata.org/entity/Q21115014,"HLA class II histocompatibility antigen, DRB1-8 beta chain"
http://www.wikidata.org/entity/Q20771631,HLA-DRB1,ENSG00000196126,http://www.wikidata.org/entity/Q21115015,"HLA class II histocompatibility antigen, DRB1-10 beta chain"
http://www.wikidata.org/entity/Q20771631,HLA-DRB1,ENSG00000206240,http://www.wikidata.org/entity/Q21115015,"HLA class II histocompatibility antigen, DRB1-10 beta chain"
http://www.wikidata.org/entity/Q20771631,HLA-DRB1,ENSG00000206306,http://www.wikidata.org/entity/Q21115015,"HLA class II histocompatibility antigen, DRB1-10 beta chain"
http://www.wikidata.org/entity/Q20771631,HLA-DRB1,ENSG00000228080,http://www.wikidata.org/entity/Q21115015,"HLA class II histocompatibility antigen, DRB1-10 beta chain"
http://www.wikidata.org/entity/Q20771631,HLA-DRB1,ENSG00000229074,http://www.wikidata.org/entity/Q21115015,"HLA class II histocompatibility antigen, DRB1-10 beta chain"
http://www.wikidata.org/entity/Q20771631,HLA-DRB1,ENSG00000236884,http://www.wikidata.org/entity/Q21115015,"HLA class II histocompatibility antigen, DRB1-10 beta chain"
http://www.wikidata.org/entity/Q20771631,HLA-DRB1,ENSG00000196126,http://www.wikidata.org/entity/Q21115017,"HLA class II histocompatibility antigen, DRB1-13 beta chain"
http://www.wikidata.org/entity/Q20771631,HLA-DRB1,ENSG00000206240,http://www.wikidata.org/entity/Q21115017,"HLA class II histocompatibility antigen, DRB1-13 beta chain"
http://www.wikidata.org/entity/Q20771631,HLA-DRB1,ENSG00000206306,http://www.wikidata.org/entity/Q21115017,"HLA class II histocompatibility antigen, DRB1-13 beta chain"
http://www.wikidata.org/entity/Q20771631,HLA-DRB1,ENSG00000228080,http://www.wikidata.org/entity/Q21115017,"HLA class II histocompatibility antigen, DRB1-13 beta chain"
http://www.wikidata.org/entity/Q20771631,HLA-DRB1,ENSG00000229074,http://www.wikidata.org/entity/Q21115017,"HLA class II histocompatibility antigen, DRB1-13 beta chain"
http://www.wikidata.org/entity/Q20771631,HLA-DRB1,ENSG00000236884,http://www.wikidata.org/entity/Q21115017,"HLA class II histocompatibility antigen, DRB1-13 beta chain"
http://www.wikidata.org/entity/Q20771631,HLA-DRB1,ENSG00000196126,http://www.wikidata.org/entity/Q21115027,"HLA class II histocompatibility antigen, DRB1-12 beta chain"
http://www.wikidata.org/entity/Q20771631,HLA-DRB1,ENSG00000206240,http://www.wikidata.org/entity/Q21115027,"HLA class II histocompatibility antigen, DRB1-12 beta chain"
http://www.wikidata.org/entity/Q20771631,HLA-DRB1,ENSG00000206306,http://www.wikidata.org/entity/Q21115027,"HLA class II histocompatibility antigen, DRB1-12 beta chain"
http://www.wikidata.org/entity/Q20771631,HLA-DRB1,ENSG00000228080,http://www.wikidata.org/entity/Q21115027,"HLA class II histocompatibility antigen, DRB1-12 beta chain"
http://www.wikidata.org/entity/Q20771631,HLA-DRB1,ENSG00000229074,http://www.wikidata.org/entity/Q21115027,"HLA class II histocompatibility antigen, DRB1-12 beta chain"
http://www.wikidata.org/entity/Q20771631,HLA-DRB1,ENSG00000236884,http://www.wikidata.org/entity/Q21115027,"HLA class II histocompatibility antigen, DRB1-12 beta chain"
http://www.wikidata.org/entity/Q20771631,HLA-DRB1,ENSG00000196126,http://www.wikidata.org/entity/Q21115028,"HLA class II histocompatibility antigen, DRB1-14 beta chain"
http://www.wikidata.org/entity/Q20771631,HLA-DRB1,ENSG00000206240,http://www.wikidata.org/entity/Q21115028,"HLA class II histocompatibility antigen, DRB1-14 beta chain"
http://www.wikidata.org/entity/Q20771631,HLA-DRB1,ENSG00000206306,http://www.wikidata.org/entity/Q21115028,"HLA class II histocompatibility antigen, DRB1-14 beta chain"
http://www.wikidata.org/entity/Q20771631,HLA-DRB1,ENSG00000228080,http://www.wikidata.org/entity/Q21115028,"HLA class II histocompatibility antigen, DRB1-14 beta chain"
http://www.wikidata.org/entity/Q20771631,HLA-DRB1,ENSG00000229074,http://www.wikidata.org/entity/Q21115028,"HLA class II histocompatibility antigen, DRB1-14 beta chain"
http://www.wikidata.org/entity/Q20771631,HLA-DRB1,ENSG00000236884,http://www.wikidata.org/entity/Q21115028,"HLA class II histocompatibility antigen, DRB1-14 beta chain"
http://www.wikidata.org/entity/Q20771631,HLA-DRB1,ENSG00000196126,http://www.wikidata.org/entity/Q21115032,"HLA class II histocompatibility antigen, DRB1-9 beta chain"
http://www.wikidata.org/entity/Q20771631,HLA-DRB1,ENSG00000206240,http://www.wikidata.org/entity/Q21115032,"HLA class II histocompatibility antigen, DRB1-9 beta chain"
http://www.wikidata.org/entity/Q20771631,HLA-DRB1,ENSG00000206306,http://www.wikidata.org/entity/Q21115032,"HLA class II histocompatibility antigen, DRB1-9 beta chain"
http://www.wikidata.org/entity/Q20771631,HLA-DRB1,ENSG00000228080,http://www.wikidata.org/entity/Q21115032,"HLA class II histocompatibility antigen, DRB1-9 beta chain"
http://www.wikidata.org/entity/Q20771631,HLA-DRB1,ENSG00000229074,http://www.wikidata.org/entity/Q21115032,"HLA class II histocompatibility antigen, DRB1-9 beta chain"
http://www.wikidata.org/entity/Q20771631,HLA-DRB1,ENSG00000236884,http://www.wikidata.org/entity/Q21115032,"HLA class II histocompatibility antigen, DRB1-9 beta chain"
http://www.wikidata.org/entity/Q20771662,U2AF1,ENSG00000160201,http://www.wikidata.org/entity/Q21201178,U2 small nuclear RNA auxiliary factor 1 like 5
http://www.wikidata.org/entity/Q20771662,U2AF1,ENSG00000160201,http://www.wikidata.org/entity/Q23303604,U2 small nuclear RNA auxiliary factor 1
http://www.wikidata.org/entity/Q20774882,DPEP2NB,ENSG00000263201,http://www.wikidata.org/entity/Q29475756,DPEP2 neighbor
http://www.wikidata.org/entity/Q20776264,KIAA1958,ENSG00000165185,http://www.wikidata.org/entity/Q21106488,KIAA1958
http://www.wikidata.org/entity/Q20776338,LOC389199,ENSG00000228919,http://www.wikidata.org/entity/Q29474716,Uncharacterized LOC389199
http://www.wikidata.org/entity/Q20782729,LOC401040,ENSG00000196758,http://www.wikidata.org/entity/Q29474803,Uncharacterized LOC401040
http://www.wikidata.org/entity/Q20969922,OPN1MW3,ENSG00000269433,http://www.wikidata.org/entity/Q22679758,"Opsin 1, medium wave sensitive 3"
http://www.wikidata.org/entity/Q20969922,OPN1MW3,ENSG00000269433,http://www.wikidata.org/entity/Q23301892,Medium-wave-sensitive opsin 2
http://www.wikidata.org/entity/Q20969922,OPN1MW3,ENSG00000269433,http://www.wikidata.org/entity/Q23303959,Medium-wave-sensitive opsin 3
http://www.wikidata.org/entity/Q20969945,FGF2,ENSG00000138685,http://www.wikidata.org/entity/Q14866180,Fibroblast growth factor 2
http://www.wikidata.org/entity/Q20969953,SELENOM,ENSG00000198832,http://www.wikidata.org/entity/Q21130958,Selenoprotein M
http://www.wikidata.org/entity/Q20969972,TP53TG3F,ENSG00000278848,http://www.wikidata.org/entity/Q21136235,TP53 target 3
http://www.wikidata.org/entity/Q20969990,S100A8,ENSG00000143546,http://www.wikidata.org/entity/Q21114543,S100 calcium binding protein A8
http://www.wikidata.org/entity/Q20970010,PRAMEF18,ENSG00000277853,http://www.wikidata.org/entity/Q21134761,PRAME family member 18
http://www.wikidata.org/entity/Q20970010,PRAMEF18,ENSG00000279804,http://www.wikidata.org/entity/Q21134761,PRAME family member 18
http://www.wikidata.org/entity/Q20970010,PRAMEF18,ENSG00000282212,http://www.wikidata.org/entity/Q21134761,PRAME family member 18
http://www.wikidata.org/entity/Q20970018,DEFB131B,ENSG00000225805,http://www.wikidata.org/entity/Q29474014,Defensin beta 131B
http://www.wikidata.org/entity/Q20970029,ATP6V1FNB,ENSG00000272899,http://www.wikidata.org/entity/Q29474448,ATP6V1F neighbor
http://www.wikidata.org/entity/Q20970034,C8orf89,ENSG00000274443,http://www.wikidata.org/entity/Q21100710,Chromosome 8 open reading frame 89
http://www.wikidata.org/entity/Q20970058,CT45A7,ENSG00000273696,http://www.wikidata.org/entity/Q21117358,Cancer/testis antigen family 45 member A6
http://www.wikidata.org/entity/Q20970058,CT45A7,ENSG00000273696,http://www.wikidata.org/entity/Q21117359,Cancer/testis antigen family 45 member A5
http://www.wikidata.org/entity/Q20970058,CT45A7,ENSG00000273696,http://www.wikidata.org/entity/Q21117361,Cancer/testis antigen family 45 member A7
http://www.wikidata.org/entity/Q20970080,EPB41L1,ENSG00000088367,http://www.wikidata.org/entity/Q21110065,Erythrocyte membrane protein band 4.1 like 1
http://www.wikidata.org/entity/Q18026524,GRIN2D,ENSG00000105464,http://www.wikidata.org/entity/Q21130911,Glutamate ionotropic receptor NMDA type subunit 2D
http://www.wikidata.org/entity/Q18027284,AGFG2,ENSG00000106351,http://www.wikidata.org/entity/Q21104989,ArfGAP with FG repeats 2
http://www.wikidata.org/entity/Q18027284,AGFG2,ENSG00000106351,http://www.wikidata.org/entity/Q21152303,Arf-GAP domain and FG repeat-containing protein 2
http://www.wikidata.org/entity/Q18029035,MEOX2,ENSG00000106511,http://www.wikidata.org/entity/Q21120011,Mesenchyme homeobox 2
http://www.wikidata.org/entity/Q18029196,MMP9,ENSG00000100985,http://www.wikidata.org/entity/Q21105703,Matrix metallopeptidase 9
http://www.wikidata.org/entity/Q18030020,NEFM,ENSG00000104722,http://www.wikidata.org/entity/Q21120920,Neurofilament medium
http://www.wikidata.org/entity/Q18030271,OGDH,ENSG00000105953,http://www.wikidata.org/entity/Q21121770,Oxoglutarate dehydrogenase
http://www.wikidata.org/entity/Q18030802,DNAJC3,ENSG00000102580,http://www.wikidata.org/entity/Q21207336,DnaJ heat shock protein family (Hsp40) member C3
http://www.wikidata.org/entity/Q18030874,PSMC6,ENSG00000100519,http://www.wikidata.org/entity/Q21116982,"Proteasome 26S subunit, ATPase 6"
http://www.wikidata.org/entity/Q18030874,PSMC6,ENSG00000100519,http://www.wikidata.org/entity/Q21149770,26S protease regulatory subunit 10B
http://www.wikidata.org/entity/Q18030880,PSMD7,ENSG00000103035,http://www.wikidata.org/entity/Q21126862,"Proteasome 26S subunit, non-ATPase 7"
http://www.wikidata.org/entity/Q18030989,RAB3A,ENSG00000105649,http://www.wikidata.org/entity/Q21108063,"RAB3A, member RAS oncogene family"
http://www.wikidata.org/entity/Q18030989,RAB3A,ENSG00000105649,http://www.wikidata.org/entity/Q21137106,H.sapiens ras-related Hrab3A protein
http://www.wikidata.org/entity/Q18031372,SALL1,ENSG00000103449,http://www.wikidata.org/entity/Q21125156,Spalt like transcription factor 1
http://www.wikidata.org/entity/Q18031389,CLEC11A,ENSG00000105472,http://www.wikidata.org/entity/Q21114195,C-type lectin domain containing 11A
http://www.wikidata.org/entity/Q18031471,SGTA,ENSG00000104969,http://www.wikidata.org/entity/Q21111240,Small glutamine rich tetratricopeptide repeat containing alpha
http://www.wikidata.org/entity/Q18031622,SNRNP70,ENSG00000104852,http://www.wikidata.org/entity/Q21109788,Small nuclear ribonucleoprotein U1 subunit 70
http://www.wikidata.org/entity/Q18032050,TNNT1,ENSG00000105048,http://www.wikidata.org/entity/Q21116980,"Troponin T1, slow skeletal type"
http://www.wikidata.org/entity/Q18032050,TNNT1,ENSG00000105048,http://www.wikidata.org/entity/Q21138306,TNNT1 protein
http://www.wikidata.org/entity/Q18032050,TNNT1,ENSG00000105048,http://www.wikidata.org/entity/Q21138716,"Troponin T, slow skeletal muscle"
http://www.wikidata.org/entity/Q18032602,ZP2,ENSG00000103310,http://www.wikidata.org/entity/Q21136660,Zona pellucida glycoprotein 2
http://www.wikidata.org/entity/Q18032755,SF3A2,ENSG00000104897,http://www.wikidata.org/entity/Q21109716,Splicing factor 3a subunit 2
http://www.wikidata.org/entity/Q18032789,UBL4A,ENSG00000102178,http://www.wikidata.org/entity/Q21100588,Ubiquitin like 4A
http://www.wikidata.org/entity/Q18033193,EIF3B,ENSG00000106263,http://www.wikidata.org/entity/Q21115722,Eukaryotic translation initiation factor 3 subunit B
http://www.wikidata.org/entity/Q18033226,DNAH11,ENSG00000105877,http://www.wikidata.org/entity/Q21114320,Dynein axonemal heavy chain 11
http://www.wikidata.org/entity/Q18033329,RAB11A,ENSG00000103769,http://www.wikidata.org/entity/Q21125016,"RAB11A, member RAS oncogene family"
http://www.wikidata.org/entity/Q18033329,RAB11A,ENSG00000103769,http://www.wikidata.org/entity/Q21139490,Ras-related protein Rab-11A
http://www.wikidata.org/entity/Q18033354,RIOK3,ENSG00000101782,http://www.wikidata.org/entity/Q21100526,RIO kinase 3
http://www.wikidata.org/entity/Q18033354,RIOK3,ENSG00000101782,http://www.wikidata.org/entity/Q21137219,"RIO kinase 3 (Yeast), isoform CRA_a"
http://www.wikidata.org/entity/Q18033478,ALKBH1,ENSG00000100601,http://www.wikidata.org/entity/Q21148579,DNA oxidative demethylase ALKBH1
http://www.wikidata.org/entity/Q18033478,ALKBH1,ENSG00000100601,http://www.wikidata.org/entity/Q21481364,"AlkB homolog 1, histone H2A dioxygenase"
http://www.wikidata.org/entity/Q18033538,HERC1,ENSG00000103657,http://www.wikidata.org/entity/Q21120593,HECT and RLD domain containing E3 ubiquitin protein ligase family member 1
http://www.wikidata.org/entity/Q18033538,HERC1,ENSG00000103657,http://www.wikidata.org/entity/Q21152288,Probable E3 ubiquitin-protein ligase HERC1
http://www.wikidata.org/entity/Q18033793,SLC7A6,ENSG00000103064,http://www.wikidata.org/entity/Q21124004,Solute carrier family 7 member 6
http://www.wikidata.org/entity/Q18033793,SLC7A6,ENSG00000103064,http://www.wikidata.org/entity/Q21138501,"Solute carrier family 7 (Cationic amino acid transporter, y+ system), member 6, isoform CRA_a"
http://www.wikidata.org/entity/Q18033793,SLC7A6,ENSG00000103064,http://www.wikidata.org/entity/Q21139164,Y+L amino acid transporter 2
http://www.wikidata.org/entity/Q18033821,DNAJA3,ENSG00000103423,http://www.wikidata.org/entity/Q21107491,"DnaJ (Hsp40) homolog, subfamily A, member 3 variant"
http://www.wikidata.org/entity/Q18033821,DNAJA3,ENSG00000103423,http://www.wikidata.org/entity/Q21111409,DnaJ heat shock protein family (Hsp40) member A3
http://www.wikidata.org/entity/Q18033821,DNAJA3,ENSG00000103423,http://www.wikidata.org/entity/Q21141443,"DnaJ homolog subfamily A member 3, mitochondrial"
http://www.wikidata.org/entity/Q18033943,GPR50,ENSG00000102195,http://www.wikidata.org/entity/Q21108077,G protein-coupled receptor 50
http://www.wikidata.org/entity/Q18033961,BCL7B,ENSG00000106635,http://www.wikidata.org/entity/Q21113900,BAF chromatin remodeling complex subunit BCL7B
http://www.wikidata.org/entity/Q18034025,LHX2,ENSG00000106689,http://www.wikidata.org/entity/Q21118651,LIM homeobox 2
http://www.wikidata.org/entity/Q18034054,LIPG,ENSG00000101670,http://www.wikidata.org/entity/Q21140098,Endothelial lipase
http://www.wikidata.org/entity/Q18034054,LIPG,ENSG00000101670,http://www.wikidata.org/entity/Q22676900,"Lipase G, endothelial type"
http://www.wikidata.org/entity/Q18034249,HOMER2,ENSG00000103942,http://www.wikidata.org/entity/Q21118338,Homer scaffold protein 2
http://www.wikidata.org/entity/Q18035118,NUTF2,ENSG00000102898,http://www.wikidata.org/entity/Q21134139,Nuclear transport factor 2
http://www.wikidata.org/entity/Q18035118,NUTF2,ENSG00000102898,http://www.wikidata.org/entity/Q21138498,"Nuclear transport factor 2, isoform CRA_a"
http://www.wikidata.org/entity/Q18035140,PLIN3,ENSG00000105355,http://www.wikidata.org/entity/Q21110607,Perilipin 3
http://www.wikidata.org/entity/Q18035140,PLIN3,ENSG00000105355,http://www.wikidata.org/entity/Q21139173,Perilipin-3
http://www.wikidata.org/entity/Q18035182,EFS,ENSG00000100842,http://www.wikidata.org/entity/Q21201118,Embryonal Fyn-associated substrate
http://www.wikidata.org/entity/Q18035201,BCKDK,ENSG00000103507,http://www.wikidata.org/entity/Q21113873,Branched chain keto acid dehydrogenase kinase
http://www.wikidata.org/entity/Q18035201,BCKDK,ENSG00000103507,http://www.wikidata.org/entity/Q21149603,"Branched chain ketoacid dehydrogenase kinase, isoform CRA_b"
http://www.wikidata.org/entity/Q18035304,CLEC4M,ENSG00000104938,http://www.wikidata.org/entity/Q21100841,C-type lectin domain family 4 member M
http://www.wikidata.org/entity/Q18035344,SCML2,ENSG00000102098,http://www.wikidata.org/entity/Q21135484,Scm polycomb group protein like 2
http://www.wikidata.org/entity/Q18035430,VTI1B,ENSG00000100568,http://www.wikidata.org/entity/Q21120732,Vesicle transport through interaction with t-SNAREs 1B
http://www.wikidata.org/entity/Q18035430,VTI1B,ENSG00000100568,http://www.wikidata.org/entity/Q21143322,Vesicle transport through interaction with t-SNAREs homolog 1B
http://www.wikidata.org/entity/Q18035457,NOP56,ENSG00000101361,http://www.wikidata.org/entity/Q21133316,NOP56 ribonucleoprotein
http://www.wikidata.org/entity/Q18035457,NOP56,ENSG00000101361,http://www.wikidata.org/entity/Q21142413,Nucleolar protein 56
http://www.wikidata.org/entity/Q18035473,TM9SF1,ENSG00000100926,http://www.wikidata.org/entity/Q21174179,Transmembrane 9 superfamily member 1
http://www.wikidata.org/entity/Q18035490,RABAC1,ENSG00000105404,http://www.wikidata.org/entity/Q21111221,Rab acceptor 1
http://www.wikidata.org/entity/Q18035630,TCFL5,ENSG00000101190,http://www.wikidata.org/entity/Q21127380,Transcription factor like 5
http://www.wikidata.org/entity/Q18035895,LILRB1,ENSG00000104972,http://www.wikidata.org/entity/Q21120812,Leukocyte immunoglobulin like receptor B1
http://www.wikidata.org/entity/Q18035895,LILRB1,ENSG00000104972,http://www.wikidata.org/entity/Q21149741,Leukocyte immunoglobulin-like receptor subfamily B member 1
http://www.wikidata.org/entity/Q18036014,ILVBL,ENSG00000105135,http://www.wikidata.org/entity/Q21114074,IlvB acetolactate synthase like
http://www.wikidata.org/entity/Q18036014,ILVBL,ENSG00000105135,http://www.wikidata.org/entity/Q21143990,Acetolactate synthase-like protein
http://www.wikidata.org/entity/Q18036454,KLF8,ENSG00000102349,http://www.wikidata.org/entity/Q21118593,Kruppel like factor 8
http://www.wikidata.org/entity/Q18036559,MON1B,ENSG00000103111,http://www.wikidata.org/entity/Q21122383,"MON1 homolog B, secretory trafficking associated"
http://www.wikidata.org/entity/Q18036559,MON1B,ENSG00000103111,http://www.wikidata.org/entity/Q21152293,Vacuolar fusion protein MON1 homolog B
http://www.wikidata.org/entity/Q18036635,ACIN1,ENSG00000100813,http://www.wikidata.org/entity/Q21115288,Apoptotic chromatin condensation inducer 1
http://www.wikidata.org/entity/Q18036649,DAAM1,ENSG00000100592,http://www.wikidata.org/entity/Q21114201,Dishevelled associated activator of morphogenesis 1
http://www.wikidata.org/entity/Q18036707,VWA8,ENSG00000102763,http://www.wikidata.org/entity/Q21125673,Von Willebrand factor A domain containing 8
http://www.wikidata.org/entity/Q18036719,SIPA1L3,ENSG00000105738,http://www.wikidata.org/entity/Q21136016,Signal induced proliferation associated 1 like 3
http://www.wikidata.org/entity/Q18037108,SMCHD1,ENSG00000101596,http://www.wikidata.org/entity/Q21135635,Structural maintenance of chromosomes flexible hinge domain containing 1
http://www.wikidata.org/entity/Q18037205,QPRT,ENSG00000103485,http://www.wikidata.org/entity/Q21134054,Quinolinate phosphoribosyltransferase
http://www.wikidata.org/entity/Q18037873,RPAP1,ENSG00000103932,http://www.wikidata.org/entity/Q21127108,RNA polymerase II associated protein 1
http://www.wikidata.org/entity/Q18037898,ZNF500,ENSG00000103199,http://www.wikidata.org/entity/Q21142519,Zinc finger protein 500
http://www.wikidata.org/entity/Q18037898,ZNF500,ENSG00000103199,http://www.wikidata.org/entity/Q21174307,Zinc finger protein 500
http://www.wikidata.org/entity/Q18038162,GMEB2,ENSG00000101216,http://www.wikidata.org/entity/Q21114632,Glucocorticoid modulatory element binding protein 2
http://www.wikidata.org/entity/Q18038197,BLOC1S6,ENSG00000104164,http://www.wikidata.org/entity/Q21130482,Biogenesis of lysosomal organelles complex 1 subunit 6
http://www.wikidata.org/entity/Q18038260,PLEK2,ENSG00000100558,http://www.wikidata.org/entity/Q21124927,Pleckstrin 2
http://www.wikidata.org/entity/Q18038318,TBL2,ENSG00000106638,http://www.wikidata.org/entity/Q21124609,Transducin beta like 2
http://www.wikidata.org/entity/Q18038318,TBL2,ENSG00000106638,http://www.wikidata.org/entity/Q21137273,TBL2 protein
http://www.wikidata.org/entity/Q18038523,HBP1,ENSG00000105856,http://www.wikidata.org/entity/Q21103338,HMG-box transcription factor 1
http://www.wikidata.org/entity/Q18038523,HBP1,ENSG00000105856,http://www.wikidata.org/entity/Q21139277,HMG box-containing protein 1
http://www.wikidata.org/entity/Q18038755,SRPX2,ENSG00000102359,http://www.wikidata.org/entity/Q21136159,Sushi repeat containing protein X-linked 2
http://www.wikidata.org/entity/Q18039611,SCG3,ENSG00000104112,http://www.wikidata.org/entity/Q21122777,Secretogranin III
http://www.wikidata.org/entity/Q18039666,TFPT,ENSG00000105619,http://www.wikidata.org/entity/Q21113025,"TCF3 (E2A) fusion partner (In childhood Leukemia), isoform CRA_b"
http://www.wikidata.org/entity/Q18039666,TFPT,ENSG00000105619,http://www.wikidata.org/entity/Q21114333,TCF3 fusion partner
http://www.wikidata.org/entity/Q18039687,ST8SIA5,ENSG00000101638,http://www.wikidata.org/entity/Q21111515,"ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 5"
http://www.wikidata.org/entity/Q18039759,NOP53,ENSG00000105373,http://www.wikidata.org/entity/Q21119018,NOP53 ribosome biogenesis factor
http://www.wikidata.org/entity/Q18040100,LUZP4,ENSG00000102021,http://www.wikidata.org/entity/Q21131752,Leucine zipper protein 4
http://www.wikidata.org/entity/Q18040229,CRNKL1,ENSG00000101343,http://www.wikidata.org/entity/Q21113015,Crooked neck pre-mRNA splicing factor 1
http://www.wikidata.org/entity/Q18040231,FZR1,ENSG00000105325,http://www.wikidata.org/entity/Q21100644,Fizzy and cell division cycle 20 related 1
http://www.wikidata.org/entity/Q18040469,DHRS7,ENSG00000100612,http://www.wikidata.org/entity/Q21112214,Dehydrogenase/reductase 7
http://www.wikidata.org/entity/Q18040469,DHRS7,ENSG00000100612,http://www.wikidata.org/entity/Q21138454,Dehydrogenase/reductase SDR family member 7
http://www.wikidata.org/entity/Q18040502,ASB2,ENSG00000100628,http://www.wikidata.org/entity/Q21111627,Ankyrin repeat and SOCS box containing 2
http://www.wikidata.org/entity/Q18040502,ASB2,ENSG00000100628,http://www.wikidata.org/entity/Q21137248,Ankyrin repeat and SOCS box protein 2
